product_name,categories_tags,ingredients_text,fat_100g,sugars_100g,proteins_100g
Fresh celery sticks,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods",Celery.,0.0,1.18,1.18
Broccoli Florets,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:frozen-foods,en:vegetables,en:frozen-plant-based-foods,en:frozen-vegetables,en:broccoli,en:frozen-broccolis",Broccoli florets.,0.0,0.0,3.53
Cauliflower florets,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods",Cauliflower florets.,0.0,2.35,2.35
Fresh whole carrots,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods",Carrots.,0.0,6.41,1.28
Fresh whole carrots,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods",Carrots.,0.0,6.41,1.28
Baby-Cut Carrots,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods",Carrots.,0.0,5.88,1.18
Baby-cut carrots,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods",Carrots.,0.0,5.88,1.18
Apple Cider,en:beverages,"Apples, potassium sorbate (preservative).",0.0,11.67,0.42
American Salad Blend,en:salted-snacks,"Iceberg lettuce, romaine lettuce, carrot, red cabbage, radish.",0.0,2.35,1.18
Italian salad blend,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods","Romaine lettuce, radicchio.",0.0,1.18,1.18
"100% juice, apple cider",en:beverages,"Apples, potassium sorbate (preservative).",0.0,11.67,0.42
Chopped Romaine,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods",Romaine lettuce.,0.0,1.18,1.18
Garden Supreme Salad Blend,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods","Iceberg lettuce, romaine lettuce, carrot, red cabbage.",0.0,2.35,1.18
Baby spinach,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods",Baby spinach.,0.0,0.0,2.35
Flat leaf spinach,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods",Spinach.,0.0,0.0,2.35
Romaine hearts,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods",Romaine lettuce.,0.0,2.35,1.18
Grape Tomatoes,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods",Grape tomatoes.,0.0,4.76,1.19
Shredded Iceberg Lettuce,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods",Iceberg lettuce.,0.0,2.35,1.18
Romaine Garden Salad Blend,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods","Romaine lettuce, carrot, red cabbage.",0.0,2.35,1.18
Fresh celery hearts,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods",Celery.,0.0,1.25,1.25
Grape Tomatoes,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods",Grape tomatoes.,0.0,4.76,1.19
Sugar Snap Peas,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods",Sugar snap peas.,0.0,3.53,2.35
Broccoli Slaw,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods","Broccoli stalk, carrot, red cabbage.",0.0,2.35,2.35
Angel hair slaw,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods",Green cabbage.,0.0,3.53,1.18
Organic baby spinach,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods",Organic baby spinach.,0.0,0.0,2.35
Organic sweet baby lettuce,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods","Organic sweet mix (may contain some or all of the following baby whole leaf varieties: organic green leaf, organic mizuna, organic green romaine, organic tango, organic green oak, organic green chard, organic baby spinach, organic arugula, organic tatsoi, organic mache, organic red chard, organic red leaf, organic lolla rosa, organic red romaine, organic red mustard, organic red oak, organic beet tops).",0.0,0.0,2.35
Organic Baby Arugula,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods",Organic baby arugula.,0.0,2.35,2.35
Organic romaine hearts,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods",Organic romane lettuce.,0.0,2.35,1.18
Organic baby spring mix,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods","Organic spring mix (may contain some or all of the following baby whole leaf varieties: organic green leaf, organic mizuna, organic green romaine, organic tango, organic green oak, organic green chard, organic baby spinach, organic arugula, organic frisee, organic tatsoi, organic mache, organic red chard, organic red leaf, organic lolla rosa, organic red romaine, organic red mustard, organic radicchio, organic red oak, organic beet tops).",0.0,0.0,2.35
Garden salad blend,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods","Iceberg lettuce, carrot, red cabbage.",0.0,2.35,1.18
Fresh vegetable medley,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods","Broccoli florets, carrots, cauliflower.",0.0,2.35,2.35
Broccoli & cauliflower blend,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods","Broccoli florets, cauliflower florets.",0.0,1.18,2.35
Organic baby spinach,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods",Organic baby spinach.,0.0,0.0,2.35
Green beans,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods",Green beans.,0.0,3.53,2.35
Garden Salad Blend,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods","Iceberg lettuce, carrot, red cabbage.",0.0,2.35,1.18
Parmesan grated cheese,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses","Parmesan cheese (cultured, pasteurized part-skim milk, salt, enzymes), powdered cellulose (added to prevent caking), salt, potassium sorbate (a preservative).",30.0,0.0,40.0
Seedless Soft Rye Bread,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads","Enriched wheat flour bleached (wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), water, rye flour, yeast, wheat gluten, ground caraway seeds, contains 2% or less of the following: molasses, high fructose corn syrup, soybean oil, salt, vinegar, dough conditioners (monoglycerides, ascorbic acid), yeast nutrients (calcium sulfate, ammonium sulfate), enzyme, soy lecithin.",1.85,3.7,11.11
Enriched hot dog buns,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads","Enriched wheat flour bleached (wheat flour), malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), water, high fructose corn syrup, yeast, soy oil, contains 2% or less of each of the following: salt, wheat gluten, dough conditioners (monoglycerides, ascorbic acid), calcium propionate (preservative), yeast nutrients (ammonium sulfate, monocalcium phosphate, calcium sulfate), enzyme.",3.49,6.98,9.3
Enriched White Bread,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:white-breads","Enriched flour bleached (wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), water, high fructose corn syrup, yeast, contains 2% or less of the following: soybean oil, salt, dough conditioners (monoglycerides, ascorbic acid), calcium propionate (preservative), yeast nutrients (calcium sulfate, ammonium sulfate), enzyme, soy lecithin.",3.19,6.38,8.51
Enriched hamburger sliced buns,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:special-breads,en:hamburger-buns","Enriched wheat flour bleached (wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), water, high fructose corn syrup, soy oil, yeast, contains 2% or less of the following: salt, wheat gluten, dough conditioners (monoglycerides, ascorbic acid), calcium propionate (preservative), yeast nutrients (calcium sulfate, monocalcium phosphate, ammonium sulfate), enzyme.",3.49,6.98,9.3
Light Wheat Bread,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads","Enriched wheat flour bleached (wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), oat fiber, wheat gluten, high fructose corn syrup, yeast, contains 2% or less of the following: salt, cultured wheat flour, vinegar, soybean oil, wheat bran, soy fiber, whole wheat flour, barley fiber, white rye flour, gum colloid, cellulose gum, guar gum, xanthan gum, dough conditioners (ethoxylated mono - & diglycerides, monoglycerides, ascorbic acid), yeast nutrients (calcium sulfate, ammonium sulfate), caramel color, enzyme, soy lecithin.",1.22,2.44,9.76
Milano Italian Bread,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads","Enriched wheat flour bleached (wheat flour, barley malt, niacin, iron, thiamine mononitrate, riboflavin, folic acid), water, yeast, high fructose corn syrup, contains 2% or less of the following: wheat, gluten, soybean oil, salt, corn flour, acetic acid, lactic acid, canola oil, yeast nutrients (calcium sulfate, monocalcium phosphate, ammonium sulfate), dough conditioner (monoglycerides, ascorbic acid), calcium propionate (preservative), enzyme, soy lecithin.",3.33,3.33,10.0
Split Top Wheat Bread,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads","Enriched wheat flour bleached (wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), water, high fructose corn syrup, wheat bran, wheat, yeast, wheat gluten, contains 2% or less of the following: soybean oil, honey, molasses, salt, cultured wheat flour, rye, wheat germ, dough conditioner (monoglycerides, ascorbic acid), yeast nutrients (calcium sulfate, ammonium sulfate), enzyme, soy lecithin.",3.7,7.41,11.11
"Kettle cooked crinkle potato chips, ghost pepper with lime",en:snacks,"Potatoes, vegetable oil (contains one or more of the following: corn, sunflower, or canola oil), maltodextrin, salt, tomato powder, sugar, chili pepper powder, onion powder, citric acid, garlic powder.",25.0,7.14,7.14
"Gelato, sea salt, caramel","en:desserts,en:frozen-foods,en:frozen-desserts","Milk, cane sugar, cream, egg yolk, coconut oil, cocoa, glucose, vegetable fiber, dextrose, sea salt, natural flavors, soy lecithin, guar gum, tara gum, xanthan gum.",6.25,21.25,3.75
"Gelato, double dark chocolate","en:desserts,en:frozen-foods,en:frozen-desserts","Milk, cane sugar, cream, coconut oil, cocoa, dextrose, vegetable fiber, egg yolk, natural flavors, guar gum, tara gum, xanthan gum, soy lecithin.",10.0,21.25,5.0
"Gelato, mint chocolate","en:desserts,en:frozen-foods,en:frozen-desserts","Milk, cane sugar, cream, coconut oil, cocoa, dextrose, vegetable fiber, mint, natural flavors, guar gum, tara gum, citric acid, xanthan gum, soy lecithin.",8.75,21.25,3.75
"Gelato, sicilian pistachio","en:desserts,en:frozen-foods,en:frozen-desserts","Milk, cane sugar, pistachios, cream, coconut oil, dextrose, vegetable fiber, guar gum, tara gum, natural flavor, xanthan gum.",8.75,20.0,5.0
"Gelato, southern butter pecan","en:desserts,en:frozen-foods,en:frozen-desserts","Milk, cane sugar, pecans, cream, coconut oil, dextrose, glucose, vegetable fiber, honey, salt, molasses, natural flavors, guar gum, tara gum, pectin, xanthan gum, soybean oil, citric acid.",8.75,22.5,3.75
"Gelato, tahitian vanilla bean","en:desserts,en:frozen-foods,en:frozen-desserts","Milk, cane sugar, cream, coconut oil, dextrose, vegetable fiber, natural flavors, vanilla beans, guar gum, tara gum, xanthan gum.",7.5,20.0,3.75
"Gelato, toasted coconut","en:desserts,en:frozen-foods,en:frozen-desserts","Milk, cane sugar, cream, coconut oil, coconut, dextrose, vegetable fiber, natural flavors, guar gum, tara gum, xanthan gum.",8.75,20.0,3.75
Tortilla chip dippers,en:snacks,"Stone-ground white corn, vegetable oil (contains one or more of the following: corn, sunflower, safflower or canola oil), salt.",25.0,0.0,7.14
Party size restaurant style tortilla chips,en:snacks,"Ground white corn, vegetable oil (contains one or more of the following: corn, sunflower, safflower or canola oil), salt.",21.43,0.0,7.14
"Green tea, unsweetened","en:beverages,en:tea-based-beverages,en:iced-teas","Brewed green tea (water, green tea concentrate).",0.0,0.0,0.0
"Rooibos tea, unsweetened tropical","en:beverages,en:tea-based-beverages,en:iced-teas","Brewed rooibos tea (water, brewed rooibos concentrate), natural flavor, citric acid.",0.0,0.0,0.0
"Unsweetened green tea, watermelon mint","en:beverages,en:tea-based-beverages,en:iced-teas","Brewed green tea (water, brewed green tea concentrate), natural flavor, citric acid.",0.0,0.0,0.0
Real brewed artisan unsweetened hibiscus green tea,"en:beverages,en:tea-based-beverages,en:iced-teas","Brewed green tea (water, brewed green tea concentrate, hibiscus concentrate), citric acid.",0.0,0.0,0.0
String cheese sticks,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses","Pasteurized part-skim organic milk, cheese culture, salt, enzymes.",21.43,0.0,25.0
100% organic whole milk ricotta cheese,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses","Organic milk, organic vinegar, salt.",12.73,3.64,12.73
"Mini muffins, blueberry","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries","Enriched bleached wheat flour (flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid, enzyme), sugar, water, soybean oil, whole eggs, blueberries, corn syrup, modified whey, modified cornstarch, contains 2% or less of each: leavening (baking soda, sodium aluminum phosphate), salt, mono - and diglycerides, wheat gluten, soy flour, soy lecithin, calcium acetate, xanthan gum, guar gum, propylene glycol, sodium benzoate, sodium propionate and potassium sorbate (preservatives), sodium stearoyl lactylate, sodium alginate, citric acid, natural and artificial flavors.",21.0,23.0,4.0
"Mini muffins, chocolate chip","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries","Enriched bleached wheat flour (flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), sugar, water, soybean oil, whole eggs, chocolate chips (sugar, chocolate liquor, cocoa butter, soy lecithin, vanilla), corn syrup, whey, modified cornstarch, contains 2% or less of each: leavening (baking soda, sodium aluminum phosphate), salt, mono - and diglycerides, calcium acetate, xanthan gum, guar gum, wheat gluten, sodium alginate, soy lecithin, soy flour, propylene glycol, sodium benzoate, citric acid, sodium propionate and potassium sorbate (preservatives), sodium stearoyl lactylate.",21.0,26.0,4.0
"Mini muffins, corn","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries","Enriched bleached wheat flour (flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid, enzyme), sugar, water, soybean oil, whole eggs, corn meal, corn syrup, whey, modified cornstarch, contains 2% or less of each: leavening (baking soda, sodium aluminum phosphate), salt, mono - and diglycerides, wheat gluten, sodium alginate, soy lecithin, calcium acetate, xanthan gum, guar gum, sodium benzoate and potassium sorbate (preservatives), sodium stearoyl lactylate, soy flour, citric acid.",20.0,22.0,5.0
"Mini muffins, bran","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries","Enriched bleached wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, whole eggs, soybean oil, water, bran, corn syrup, modified cornstarch, whey, contains 2% or less of each: cinnamon, leavening (baking soda, sodium aluminum phosphate), mono - and diglycerides, salt, sodium stearoyl lactylate, calcium acetate, xanthan gum, guar gum, sodium alginate, propylene glycol, sodium propionate, sodium benzoate and potassium sorbate (preservatives), wheat gluten, soy flour, soy lecithin, citric acid, caramel color.",21.0,23.0,5.0
Assorted junior cream pops,"en:desserts,en:frozen-foods,en:frozen-desserts","Low fat ice cream: milkfat and nonfat milk, high fructose corn syrup, corn syrup, sugar, buttermilk, whey, propylene glycol monoesters, mono-and diglycerides, guar gum, cellulose gum, carrageena,polysorbate 80, artifical flavor, vitamin a palmitate pop: water, high fructose corn syrup, corn syrup, sugar, artificial flavors, citric acid, locust bean gum, guar gum, ascorbic acid (vitamin c), carrageenan, artificial colors (annatto, turmeric, caramel, blue 1, red 3 red 40, yellow 5, yellow 6).",2.17,21.74,2.17
Junior ice pops,"en:desserts,en:frozen-foods,en:frozen-desserts","Water, high fructose corn syrup, corn syrup, sugar, artificial flavors, locust bean gum, guar gum, ascorbic acid (vitamin c), carrageenan, artificial colors (turmeric, yellow 5, yellow 6).",0.0,18.18,0.0
Assorted junior ice pops,"en:desserts,en:frozen-foods,en:frozen-desserts","Water, sorbitol, maltodextrin, cellulose gum, citric acid, artificial flavors, aspartame, ascorbic acid, guar gum, locust bean gum, carrageenan, artificial color (annatto, turmeric, caramel, blue 1, red 3, red 40, yellow 5, yellow 6).",0.0,0.0,0.0
"Assorted junior ice pops, orange, cherry, grape & root beer","en:desserts,en:frozen-foods,en:frozen-desserts","Water, high fructose corn syrup, corn syrup, sugar, artificial flavors, citric acid, locust bean gum, guar gum, ascorbic acid (vitamin c), carrageenan, artificial colors (annatto, turmeric, caramel, blue 1, red 3, red 40, yellow 5, yellow 6).",0.0,18.18,0.0
Guartered artichoke hearts,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:canned-foods,en:vegetables-based-foods,en:canned-plant-based-foods,en:canned-vegetables","Artichoke hearts, water, salt, citric acid, ascorbic acid.",0.0,0.0,1.67
Whole artichoke hearts,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:canned-foods,en:vegetables-based-foods,en:canned-plant-based-foods,en:canned-vegetables","Artichoke hearts, water, salt, citric acid, ascorbic acid.",0.0,0.0,1.67
"Mild guacamole, mild","en:condiments,en:sauces,en:dips,en:groceries","Hass avocado, tomatillo, onion, sea salt, garlic, jalapeno pepper, cilantro, natural flavor.",13.33,0.0,3.33
"Guacamole, spicy","en:condiments,en:sauces,en:dips,en:groceries","Hass avocado, tomato, onion, jalapeno pepper, serrano pepper, sea salt, garlic, cilantro, natural flavor.",13.33,0.0,3.33
"Guacamole minis, mild","en:condiments,en:sauces,en:dips,en:groceries","Hass avocado, onion, sea salt, garlic, cilantro, natural flavor.",14.04,1.75,1.75
"Snack pack, cheddar cheese salted roasted cashews & dried cranberries",en:snacks,"Cheddar cheese (pasteurized milk, cheese cultures, salt, enzymes, annatto [color], natamycin [a natural mold inhibitor]), dried fruit and nut blend (cashews, cranberries, sugar, less than 2% canola oil, salt).",28.57,16.67,16.67
"Salted roasted almonds & raisins, colby jack cheese",en:snacks,"Colby jack cheese (pasteurized milk, cheese cultures, salt, enzymes, annatto [color], natamycin [a natural mold inhibitor]), dried fruit and nut blend (almonds, raisins, less than 2% vegetable oil [canola, safflower and/or sunflower], salt).",28.57,19.05,16.67
"Cup cakes, vanilla & chocolate","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes","Cake: sugar, water, bleached enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), eggs, soybean and/or canola oil, cocoa powder (processed with alkali), modified cornstarch, whey, leavening blend (sodium acid pyrophosphate, sodium bicarbonate, cornstarch, monocalcium phosphate, calcium sulfate), soybean lecithin, wheat gluten, salt, datem, natural and artificial flavor. icing: icing sugar (sugar, cornstarch), shortening (canola oil, palm oil, modified palm and palm kernel oils, monoglycerides, polysorbate 60), corn syrup, water, nonfat dry milk, color (red 40), butter (cream, salt), mono - and diglycerides, artificial flavor, salt. sprinkles: icing sugar (sugar, cornstarch), palm kernel oil, modified cornstarch, cornstarch, shellac, color (yellow 5, blue 1, red 40), polysorbate 60.",19.72,46.48,2.82
Colby jack cheese tiles,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses","Colby and monterey jack cheeses (pasteurized milk, cheese culture, salt, enzymes, annatto [color]).",32.14,0.0,25.0
"Taco sauce, mild","en:condiments,en:sauces,en:groceries","Tomatoes, roasted tomato (roasted tomatoes, tomato juice, salt, citric acid, calcium chloride), water, onions, modified cornstarch, jalapeno peppers (green jalapeno peppers, salt, acetic acid, calcium chloride), salt, sugar, spices, cilantro, adobo sauce (chipotle peppers, tomato, distilled vinegar, onions, canola oil, sugar, salt, spice, garlic), citric acid, garlic, lime juice concentrate, potassium sorbate (preservative), spice extract, chili powder (spices, salt, caramel, dextrose).",0.0,6.67,0.0
"Authentic enchilada sauce, mild","en:condiments,en:sauces,en:groceries","Tomatoes (tomatoes, salt, citric acid), water, poblano chili pepper (poblano peppers, water, salt, citric acid), onions, roasted garlic paste (garlic, olive oil), salt, sugar, cream (cream, milk, carrageenan, mono - and diglycerides, carboxymethyl cellulose, polysorbate 80), canola oil, modified cornstarch, cilantro, lime juice concentrate, chili powder (spices, salt, caramel color, dextrose), dried pasilla pepper, xanthan gum, caramel color, sodium benzoate (as preservative), spice, citric acid.",2.5,3.33,1.67
"Hummus, original","en:condiments,en:sauces,en:dips,en:groceries","Steamed chickpeas, water, sesame tahini, sunflower oil, olive oil, sea salt, garlic, citric acid, cumin, guar gum.",16.07,3.57,3.57
"Hummus, roasted red peppers","en:condiments,en:sauces,en:dips,en:groceries","Steamed chickpeas, water, roasted red peppers, sunflower oil, olive oil, sesame tahini, sea salt, citric acid, paprika, garlic, guar gum.",12.5,3.57,3.57
Sirloin burger with vegetables chunky soup,"en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups","Beef stock, potatoes, seasoned beef sirloin burgers with onions (beef sirloin, rehydrated onions, salt, potassium chloride), carrots, tomato puree (water, tomato paste), green beans, peas, contains 2% or less of modified cornstarch, wheat flour, dehydrated onions, salt, potassium chloride, yeast extract, caramel color, natural flavor, autolyzed yeast extract, green split peas, dextrose, corn syrup solids, onion juice concentrate, maltodextrin, citric acid.",1.02,1.22,3.67
"Noodle soup, chunky chicken","en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups","Chicken broth, carrots, cooked white meat chicken, enriched egg noodles (durum wheat, egg white, whole egg, niacin, ferrous sulfate [iron], thiamine mononitrate, riboflavin, folic acid), celery, contains less than 2% of cornstarch, salt, chicken fat, potassium chloride, sugar, isolated soy protein, maltodextrin, yeast extract, onion powder, dextrose, dehydrated parsley, garlic powder, corn syrup solids, spice, natural flavors, citric acid, torula yeast, carrot juice solids, onion broth, tomato powder, sodium lactate, soy lecithin, beta carotene (color).",1.22,0.82,2.86
Chunky chicken & dumpling with vegetables soup,"en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups","Chicken broth, spaetzle dumplings (water, enriched durum flour [durum wheat flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid], eggs, monoglycerides, wheat gluten, salt, oleoresin turmeric), cooked chicken meat (chicken meat, water, cornstarch, salt, sodium phosphate, mono - and diglycerides), carrots, celery, green beans, peas, contains 2% or less of soybean oil, wheat flour, modified cornstarch, chicken fat, soy protein concentrate, salt, sugar, dehydrated onion, potassium chloride, yeast extract, natural flavors, sodium phosphate, autolyzed yeast extract, corn syrup solids, flavor, maltodextrin, beta carotene (color), citric acid, xanthan gum, dextrose, ascorbic acid, potato flour, onion powder, soy lecithin.",3.67,0.82,3.27
"Chunky clam chowder soup, new england style","en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups","Clam broth, rehydrated potatoes, clams, soybean oil, contains less than 2% of modified food starch, cooked clams with broth and natural flavors, cornstarch, salt, soy protein concentrate, sugar, potassium chloride, onion powder, titanium dioxide (color), wheat flour, butter (cream, salt), yeast extract, disodium phosphate, maltodextrin, spice, corn syrup solids, shrimp powder, natural flavors, citric acid, soy lecithin.",3.27,0.41,2.45
Chunky vegetable soup,"en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups","Water, potatoes, carrots, tomato puree (water, tomato paste), celery, peas, green beans, diced tomatoes in tomato juice, corn, contains less than 2% of cornstarch, salt, sugar, soybean oil, yeast extract, potassium chloride, dehydrated onion, dehydrated parsley flakes, corn syrup solids, natural flavors, citric acid, garlic powder.",0.41,2.45,1.22
Classic italian style wedding soup,"en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups","Chicken stock, cooked meatballs (beef, water, dehydrated onion, soy protein concentrate, salt, bleached wheat flour, corn syrup solids, black pepper, dehydrated parsley, textured soy protein, romano cheese [sheep's milk, cheese culture, salt, enzymes]), tubetti pasta (semolina [wheat], egg whites), carrots, spinach, contains less than 2% of onions, cornstarch, carrot puree, salt, potassium chloride, yeast extract, chicken fat, onion powder, garlic powder, maltodextrin, dehydrated parsley, natural flavors, corn syrup solids, citric acid, beta carotene (color).",1.43,0.82,2.86
"Minestrone soup, classic","en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups","Water, tomato puree (water, tomato paste), carrots, peas, rehydrated potatoes, celery, enriched pasta product (enriched flour [wheat flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid], egg white), green beans, light red kidney beans, contains 2% or less of cornstarch, garbanzo beans, salt, spinach, sugar, onion powder, garlic powder, potassium chloride, sauteed vegetables (carrots, celery, onion), natural flavor (contains milk), yeast extract, spices, dehydrated parsley, corn oil, citric acid, natural extractives of paprika (color), soy lecithin.",0.41,1.63,1.63
"Classic soup, chicken & wild rice","en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups","Chicken broth, carrots, cooked white meat chicken, diced tomatoes in tomato juice, wild rice, rice, contains less than 2% of celery cornstarch, salt, carrot puree, potassium chloride, yeast extract, chicken fat, natural flavors, isolated soy protein, dehydrated parsley, corn syrup solids, citric acid, beta carotene (color).",0.61,0.82,2.04
Classic chicken soup with meatballs,"en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups","Chicken broth, meatballs (beef, water, dehydrated onion, textured soy protein concentrate, romano cheese [sheep's milk, cheese culture, salt, rennet], soy protein concentrate, salt, cracker meal [bleached wheat flour], corn syrup solids, spice, dehydrated garlic, dehydrated parsley), pasta acini de pepe (semolina [wheat], egg white, niacin, ferrous sulfate [iron], thiamine mononitrate, riboflavin, folic acid), carrots, celery, contains less than 2% of cooked white chicken meat, cornstarch, salt, chicken fat, potassium chloride, yeast extract, onion powder, isolated soy protein, dehydrated parsley, cornstarch, corn syrup solids, spice, natural flavor, beta carotene (color).",1.84,0.41,2.86
"Condensed soup, cream of mushroom","en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups","Water, mushrooms, modified food starch, wheat flour, contains less than 2% soybean oil, sugar, potassium chloride, salt, soy protein concentrate, natural flavors (milk), dicalcium phosphate, yeast extract, maltodextrin, sea salt, disodium inosinate and disodium guanylate, cream, disodium phosphate, corn syrup solids, milk solids, onion powder, garlic powder, soy lecithin.",1.22,1.63,0.81
Cream of chicken condensed soup,"en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups","Chicken broth, modified food starch, cooked white chicken meat (white chicken meat, water, isolated soy protein, salt, cornstarch, sodium phosphate), wheat flour, contains less than 2% of soybean oil, soy protein concentrate, potassium chloride, chicken fat, yeast extract, sea salt, carrot juice concentrate, salt, natural flavors (milk), maltodextrin, disodium inosinate and disodium guanylate, disodium phosphate, onion powder, soy lecithin, citric acid, beta carotene (color).",2.03,0.0,2.44
"Cream of mushroom condensed soup, classic","en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups","Water, mushrooms, modified food starch, soybean oil, wheat flour, contains 2% or less of salt, corn fiber, whey powder, soy protein concentrate, yeast extract, disodium inosinate, disodium guanylate, potassium chloride, titanium dioxide (color), natural flavors (milk), maltodextrin, nonfat dry milk, cultured cream, disodium phosphate, mushroom powder, cream, whey protein concentrate, cultured whey, whey solids, onion powder, garlic powder, soy lecithin.",4.07,0.81,0.81
